NP|<CD-,-CD-,-CD-,-CD-,-CD-CC-CD> ==> CD NP|<,-CD-,-CD-,-CD-,-CD-CC-CD> [1.0]
NP ==> NN NP|<NN-NNS> [0.00133121205234]
SINV|<S-.> ==> S . [1.0]
NP|<JJ-JJ-NN-NN> ==> JJ NP|<JJ-NN-NN> [1.0]
NP ==> DT NP|<NN-CC-NN-NN-POS> [3.24685866424E-5]
VP|<PRN-NP-PP-PP> ==> PRN VP|<NP-PP-PP> [1.0]
NP|<PP-NX> ==> PP NX [1.0]
SBAR ==> WHADVP S [0.0977443609023]
VP|<ADJP-PP> ==> ADJP PP [1.0]
VP ==> VB VP|<CC-VB-NP-S> [6.90846286701E-5]
NP|<NNS-JJ-NN> ==> NNS NP|<JJ-NN> [1.0]
NP ==> DT NP|<NNP-NNP-NNPS-NNP-NNP> [3.24685866424E-5]
NP ==> DT NP|<DT-``-NN-''> [3.24685866424E-5]
NP ==> RB NP|<CD-NN> [1.2987434657E-4]
VP ==> VBD VP|<RB-NP> [4.14507772021E-4]
NP|<NNPS-NNP-POS> ==> NNPS NP|<NNP-POS> [1.0]
SINV|<S-.-''> ==> S SINV|<.-''> [1.0]
NP|<NN-NN-PP> ==> NN NP|<NN-PP> [1.0]
NP|<NN-NN-.> ==> NN NP|<NN-.> [1.0]
SQ ==> VBP SQ|<NP-ADVP-VP> [0.0294117647059]
VP ==> VBD SBARQ [6.90846286701E-5]
QP|<IN-DT> ==> IN DT [1.0]
NP|<NNP-NNP-NNP-CC-NNP-NNP> ==> NNP NP|<NNP-NNP-CC-NNP-NNP> [1.0]
NP ==> NP NP|<JJ-``-NN-''-NN> [3.24685866424E-5]
NP ==> JJ NP|<NN-NNS-CC-NNS> [6.49371732848E-5]
S|<NP-PRN-ADVP-VP-.> ==> NP S|<PRN-ADVP-VP-.> [1.0]
VP ==> VBD VP|<ADVP-PP-ADVP> [1.3816925734E-4]
VP ==> VBN VP|<PP-PP> [0.00117443868739]
S ==> NP S|<PRN-NP-NP-VP-.> [1.05630083448E-4]
NP|<NNP-IN-DT-NNP> ==> NNP NP|<IN-DT-NNP> [1.0]
VP ==> VBD VP|<ADVP-PP> [0.00193436960276]
NP|<JJ-''-NN> ==> JJ NP|<''-NN> [1.0]
NP ==> NP NP|<:-S> [1.2987434657E-4]
VP ==> ADVP VP|<VBG-NP-PP> [2.7633851468E-4]
ADJP|<VBG-PP> ==> VBG PP [1.0]
SINV|<SINV-,-''-VP-NP-.> ==> SINV SINV|<,-''-VP-NP-.> [1.0]
S|<:-NN-S> ==> : S|<NN-S> [1.0]
NP ==> NP NP|<PP-,-ADJP-,> [6.49371732848E-5]
VP|<VB-PP> ==> VB PP [1.0]
NP|<NNP-NNP-NNP-NN-NN> ==> NNP NP|<NNP-NNP-NN-NN> [1.0]
ADJP|<``-PP> ==> `` PP [1.0]
NP ==> NN NP|<CC-NNS> [1.94811519855E-4]
NP|<NNP-CD-NNP-NNP-NNP> ==> NNP NP|<CD-NNP-NNP-NNP> [1.0]
VP ==> VP NP [6.90846286701E-5]
FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> : FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
NP ==> PRP$ NP|<JJS-NNS> [6.49371732848E-5]
PP|<ADVP-RB-PP> ==> ADVP PP|<RB-PP> [1.0]
VP ==> ADVP VP|<VBP-SBAR> [1.3816925734E-4]
NP|<NNPS-NNP-NNP-NNS> ==> NNPS NP|<NNP-NNP-NNS> [1.0]
NP|<NNPS-NNP-NN> ==> NNPS NP|<NNP-NN> [1.0]
NP ==> NP NP|<:-S-.> [1.62342933212E-4]
VP|<PP-PP-SBAR> ==> PP VP|<PP-SBAR> [1.0]
VP ==> VBG VP|<ADVP-S> [1.3816925734E-4]
NP|<ADJP-,-VP> ==> ADJP NP|<,-VP> [1.0]
VP ==> MD VP|<ADVP-VB-NP> [6.90846286701E-5]
ADJP ==> ADJP ADJP|<,-ADJP-,-ADJP-CC-ADJP> [8.09061488673E-4]
S|<VP-PRN> ==> VP PRN [1.0]
S ==> PP S|<,-NP-VP-.> [0.0285201225309]
SBARQ|<WHADVP-SQ-.> ==> WHADVP SBARQ|<SQ-.> [1.0]
S ==> S S|<:-CC-S-.-''> [1.05630083448E-4]
VP|<PRT-''-SBAR> ==> PRT VP|<''-SBAR> [1.0]
VP|<NP-ADVP-PP-,-PP> ==> NP VP|<ADVP-PP-,-PP> [1.0]
VP|<PRN-S> ==> PRN S [1.0]
VP|<,-ADVP-,-S> ==> , VP|<ADVP-,-S> [1.0]
VP ==> ADVP VP|<VBZ-NP> [1.3816925734E-4]
NP|<''-NP> ==> '' NP [1.0]
NP ==> DT NP|<JJ-NN-NNP> [3.24685866424E-5]
NP ==> QP NP|<PRP$-NN-NN> [3.24685866424E-5]
VP ==> VBZ VP|<S-PP> [6.90846286701E-5]
NAC ==> DT NAC|<NNP-,-NNP-,> [0.0196078431373]
VP|<VP-,> ==> VP , [1.0]
NP ==> DT NP|<JJR-ADJP-NN> [3.24685866424E-5]
NP ==> JJ VBG [9.74057599273E-5]
VP ==> ADVP VP|<VBD-NP> [4.83592400691E-4]
NP|<NNPS-CC-NNPS-CC-NNPS> ==> NNPS NP|<CC-NNPS-CC-NNPS> [1.0]
NP|<NN-NN-JJ-JJ-JJ-NN-NNS> ==> NN NP|<NN-JJ-JJ-JJ-NN-NNS> [1.0]
NP|<,-NP-,-VP-,> ==> , NP|<NP-,-VP-,> [1.0]
VP ==> VBD VP|<RB-ADJP-NP-S> [6.90846286701E-5]
VP|<PRT-NP-PP> ==> PRT VP|<NP-PP> [1.0]
NP|<POS-NNP> ==> POS NNP [1.0]
NP|<,-NP-,-CC-NP> ==> , NP|<NP-,-CC-NP> [1.0]
VP ==> VBD VP|<PRT-NP-``-PP> [6.90846286701E-5]
VP ==> VB VP|<NP-S> [0.00179620034542]
ADJP ==> JJ ADJP|<,-RB-JJ> [8.09061488673E-4]
VP|<NP-X> ==> NP X [1.0]
VP ==> VBP VP|<ADVP-,-S> [6.90846286701E-5]
NP ==> NP NP|<``-NP> [3.24685866424E-5]
NP ==> DT NAC [3.24685866424E-5]
VP ==> VBZ VP|<NP-,-SBAR-SBAR> [6.90846286701E-5]
S|<,-PP-NP-VP-.> ==> , S|<PP-NP-VP-.> [1.0]
NP ==> $ NP|<CD-CD--NONE-> [3.24685866424E-5]
VP ==> VBZ VP|<PP-PP> [3.45423143351E-4]
VP|<,-ADVP> ==> , ADVP [1.0]
NP|<,-CC-NN-,> ==> , NP|<CC-NN-,> [1.0]
NP ==> RB NP|<DT-ADJP-NNS> [3.24685866424E-5]
S|<PP-NP-VP> ==> PP S|<NP-VP> [1.0]
S|<S-.> ==> S . [1.0]
NP ==> PRP$ NP|<NNP-NNP-JJ-NN> [3.24685866424E-5]
S|<,-S-VP-.> ==> , S|<S-VP-.> [1.0]
PP|<IN-NP> ==> IN NP [1.0]
VP ==> ADVP VP|<VBN-NP-PP-,-PP> [6.90846286701E-5]
PP ==> IN PP|<TO-SBAR> [1.07273117357E-4]
ADJP ==> RBR ADJP|<JJ-S> [0.00242718446602]
VP|<NP-NP-ADVP> ==> NP VP|<NP-ADVP> [1.0]
NP ==> DT NP|<JJS-NN-NN> [1.2987434657E-4]
VP|<NP-S-ADVP> ==> NP VP|<S-ADVP> [1.0]
NP|<ADJP-NN-NN-CC-NN-NN> ==> ADJP NP|<NN-NN-CC-NN-NN> [1.0]
NP ==> NN NNP [3.24685866424E-5]
NP|<NNPS-POS> ==> NNPS POS [1.0]
VP ==> VBP VP|<,-ADVP-,-PP> [6.90846286701E-5]
VP ==> VB VP|<NP-PP-:-PP> [6.90846286701E-5]
NP ==> NP NP|<PP-PP-SBAR> [6.49371732848E-5]
NP ==> DT NP|<ADJP-NNP-NNP-NN> [9.74057599273E-5]
UCP ==> PP UCP|<CC-S> [0.025641025641]
VP ==> VBG VP|<NP-PP-PRN> [6.90846286701E-5]
VP|<VBN-NP-SBAR> ==> VBN VP|<NP-SBAR> [1.0]
NP|<``-NNP-NNP-''> ==> `` NP|<NNP-NNP-''> [1.0]
NP|<PP-''-PP> ==> PP NP|<''-PP> [1.0]
ADJP ==> NP ADJP|<RB-PP> [8.09061488673E-4]
NP ==> NNP NP|<NNP-NNP-NNP-JJ-VBG> [3.24685866424E-5]
VP ==> VP VP|<,-''-CC-VP> [6.90846286701E-5]
S|<CC-,-S-.> ==> CC S|<,-S-.> [1.0]
QP|<$-CD-CD-CC-$-CD-CD> ==> $ QP|<CD-CD-CC-$-CD-CD> [1.0]
S|<SBAR-,-PP-NP-VP-.> ==> SBAR S|<,-PP-NP-VP-.> [1.0]
VP|<SBAR-''-PP> ==> SBAR VP|<''-PP> [1.0]
VP|<ADVP-NP-ADVP-PP> ==> ADVP VP|<NP-ADVP-PP> [1.0]
NP|<JJR-ADJP-NN> ==> JJR NP|<ADJP-NN> [1.0]
VP|<VBG-PP> ==> VBG PP [1.0]
NP|<NNP-NN-NN-CC-NN-NN> ==> NNP NP|<NN-NN-CC-NN-NN> [1.0]
VP ==> VBZ VP|<PRN-SBAR> [6.90846286701E-5]
VP ==> VBZ VP|<``-ADVP-NP> [6.90846286701E-5]
VP ==> VBN ADVP [4.83592400691E-4]
NP|<NP-,-NP-CC-NP> ==> NP NP|<,-NP-CC-NP> [1.0]
NP|<,-ADJP-,-PP> ==> , NP|<ADJP-,-PP> [1.0]
NP ==> JJ NP|<DT-JJ-NN> [3.24685866424E-5]
QP|<CD-CD-TO-$-CD-CD> ==> CD QP|<CD-TO-$-CD-CD> [1.0]
NP ==> ADJP NP|<``-JJ-''-NN-NNS> [3.24685866424E-5]
NP|<UCP-JJ-NN-NNS> ==> UCP NP|<JJ-NN-NNS> [1.0]
FRAG ==> NP FRAG|<:-S> [0.00961538461538]
NP ==> NP NP|<:-CC-NP> [6.49371732848E-5]
QP|<JJ-IN-$-CD-CD> ==> JJ QP|<IN-$-CD-CD> [1.0]
QP|<IN-CD-TO-CD> ==> IN QP|<CD-TO-CD> [1.0]
NP ==> NNP NP|<NNP-NNP-NNP-POS> [1.2987434657E-4]
NP|<:-.> ==> : . [1.0]
PRN|<NP-VP-,> ==> NP PRN|<VP-,> [1.0]
VP|<RB-ADVP-VP> ==> RB VP|<ADVP-VP> [1.0]
NP|<NN--NN> ==> NN NP|<-NN> [1.0]
S|<NP-VP-:-.> ==> NP S|<VP-:-.> [1.0]
VP ==> MD VP|<,-ADVP-,-VP> [6.90846286701E-5]
VP ==> VBN VP|<NP-ADVP-PP-,-PP> [6.90846286701E-5]
FRAG|<:-FRAG-:-FRAG-:-FRAG-.> ==> : FRAG|<FRAG-:-FRAG-:-FRAG-.> [1.0]
NP|<JJ-NNP-CD-NN> ==> JJ NP|<NNP-CD-NN> [1.0]
NP|<JJ-NNS-CC-NN> ==> JJ NP|<NNS-CC-NN> [1.0]
VP|<ADVP-:-``-S> ==> ADVP VP|<:-``-S> [1.0]
VP ==> VBD VP|<NP-,-PP-,-PP> [6.90846286701E-5]
VP ==> VBN SBAR [0.00200345423143]
NP ==> NNP JJ [3.24685866424E-5]
S|<``-VP> ==> `` VP [1.0]
S ==> S S|<,-S-CC-S-.> [1.05630083448E-4]
NP|<NAC-NN-NN-NN> ==> NAC NP|<NN-NN-NN> [1.0]
NP|<NNP-CD-NNP> ==> NNP NP|<CD-NNP> [1.0]
NP|<CD-NNS-POS> ==> CD NP|<NNS-POS> [1.0]
S|<''-NP-VP> ==> '' S|<NP-VP> [1.0]
NP ==> NNP NP|<NN-NN-NN> [3.24685866424E-5]
S ==> NP S|<,-ADVP-,-ADVP-VP-.> [2.11260166896E-4]
VP|<NP-NP-,-S> ==> NP VP|<NP-,-S> [1.0]
VP|<,-``-ADVP-VP> ==> , VP|<``-ADVP-VP> [1.0]
FRAG|<S-.> ==> S . [1.0]
VP|<NP-PP-PP-PP> ==> NP VP|<PP-PP-PP> [1.0]
NP|<,-NN> ==> , NN [1.0]
PRN ==> : ADJP [0.00334448160535]
VP ==> TO VP|<``-VP-''> [6.90846286701E-5]
NP ==> DT NP|<``-ADJP-''-NN> [3.24685866424E-5]
PP ==> VBG NP [0.00504183651577]
NP|<NP-,-ADVP> ==> NP NP|<,-ADVP> [1.0]
S ==> CC S|<S-,-CC-S-.> [3.16890250343E-4]
QP ==> $ QP|<CD-CD-CC-JJR> [0.00253164556962]
VP|<VBN-``-SBAR> ==> VBN VP|<``-SBAR> [1.0]
WHNP ==> WHNP WHNP|<,-NP-,> [0.00133155792277]
NP|<CC-NNPS-NNP> ==> CC NP|<NNPS-NNP> [1.0]
NP|<JJ-,-JJ-NN-NNS> ==> JJ NP|<,-JJ-NN-NNS> [1.0]
VP ==> VBD VP|<NP-S-ADVP> [1.3816925734E-4]
S ==> PP S|<,-NP-VP-.-''> [9.5067075103E-4]
NP ==> NP NP|<-PP-> [3.24685866424E-5]
VP ==> VBD VP|<CC-VBD-NP> [2.0725388601E-4]
NP|<JJ-NNP-NNP-NNP-CC-NNP-NNP-NN> ==> JJ NP|<NNP-NNP-NNP-CC-NNP-NNP-NN> [1.0]
S|<ADVP-:-VP> ==> ADVP S|<:-VP> [1.0]
NP|<ADVP-,-NP-.> ==> ADVP NP|<,-NP-.> [1.0]
NP ==> NN NP|<CC-NN-NN-NN> [3.24685866424E-5]
NP ==> NP NP|<:-NP-:-CC-NP> [9.74057599273E-5]
FRAG|<:-S> ==> : S [1.0]
NP|<JJ-,-JJ-JJ-NN> ==> JJ NP|<,-JJ-JJ-NN> [1.0]
ADVP ==> RBS RB [0.002679528403]
NP|<PP-,-ADVP-NP> ==> PP NP|<,-ADVP-NP> [1.0]
NP ==> DT NP|<NNP-NNP-NNP-NNP-NNP-NNP> [9.74057599273E-5]
VP ==> ADVP VP|<ADVP-VB-NP> [6.90846286701E-5]
VP ==> MD VP|<RB-VP> [0.00566493955095]
NP ==> VBN NP|<JJ-NN-NNS> [3.24685866424E-5]
SQ ==> VBZ SQ|<NP-NP> [0.0294117647059]
NP|<JJ-NNP-NNP-NNP> ==> JJ NP|<NNP-NNP-NNP> [1.0]
VP|<ADJP-PRN-ADVP> ==> ADJP VP|<PRN-ADVP> [1.0]
ADJP ==> JJ ADJP|<CC-RB> [8.09061488673E-4]
VP ==> VBD VP|<PRT-PP-,-S> [6.90846286701E-5]
NP ==> VBG NP|<NN-NN> [3.24685866424E-5]
NP ==> NP NP|<NNP-IN-NNP-NNP-IN-NNP> [3.24685866424E-5]
NP ==> NP NP|<PP-,-ADVP-NP> [3.24685866424E-5]
NP ==> DT NP|<JJ-NNS-POS> [9.74057599273E-5]
NP|<JJ-NNS-JJ-NN> ==> JJ NP|<NNS-JJ-NN> [1.0]
NP ==> NNP NP|<NN-NN> [2.92217279782E-4]
VP ==> VBN VP|<NP-ADVP-,-SBAR> [1.3816925734E-4]
S|<,-PP-,-NP-ADVP-VP-.> ==> , S|<PP-,-NP-ADVP-VP-.> [1.0]
VP ==> VB VP|<ADJP-S> [2.0725388601E-4]
SQ|<NP-VP-.> ==> NP SQ|<VP-.> [1.0]
VP ==> VBD VP|<RB-ADJP-SBAR> [1.3816925734E-4]
QP ==> IN QP|<CD-CD> [0.0113924050633]
NP ==> NP NP|<NN-JJ-NN> [6.49371732848E-5]
VP ==> VBD VP|<NP-NP-S-,-SBAR-,-PP> [6.90846286701E-5]
S|<,-S-CC-S-,-SBAR-.> ==> , S|<S-CC-S-,-SBAR-.> [1.0]
ADJP ==> ADJP SBAR [0.0169902912621]
ADVP ==> RBR IN [0.0016077170418]
INTJ|<,-NN> ==> , NN [1.0]
NP ==> S NP|<CC-NP> [3.24685866424E-5]
NP ==> NP NP|<,-RRC-,> [6.49371732848E-5]
NP|<,-ADJP-,-SBAR> ==> , NP|<ADJP-,-SBAR> [1.0]
PRN|<NP-,-NP--,> ==> NP PRN|<,-NP--,> [1.0]
NP ==> LST NP|<NP-VP> [3.24685866424E-5]
PP=3 ==> IN NP [1.0]
NP|<,-JJ-JJ-NN> ==> , NP|<JJ-JJ-NN> [1.0]
VP|<''-ADVP-SBAR> ==> '' VP|<ADVP-SBAR> [1.0]
VP ==> VBG SBAR [0.00366148531952]
SINV|<VP-NP-,-S-.> ==> VP SINV|<NP-,-S-.> [1.0]
QP|<CC-RB> ==> CC RB [1.0]
NP|<CD-NNP-NNP-NNP> ==> CD NP|<NNP-NNP-NNP> [1.0]
NP ==> DT NP|<ADJP-CD> [6.49371732848E-5]
S|<PP-NP-,-NP-VP-.> ==> PP S|<NP-,-NP-VP-.> [1.0]
VP|<,-''> ==> , '' [1.0]
NP|<JJ-JJ-NN-NNS> ==> JJ NP|<JJ-NN-NNS> [1.0]
NP ==> NNP NP|<NNP-NN-NN> [6.49371732848E-5]
FRAG|<:-FRAG> ==> : FRAG [1.0]
S ==> S S|<,-CC-SINV-.> [1.05630083448E-4]
ADJP|<NP-PP> ==> NP PP [1.0]
SINV|<S-,-''-VP-NP-S-.> ==> S SINV|<,-''-VP-NP-S-.> [1.0]
PP ==> CC PP|<ADVP-RB-PP> [1.07273117357E-4]
ADJP|<NNP-,-JJ> ==> NNP ADJP|<,-JJ> [1.0]
PP|<IN-``-NP> ==> IN PP|<``-NP> [1.0]
NP ==> DT NP|<CD-JJS-NNP-JJ-NNS> [3.24685866424E-5]
S ==> ADVP S|<,-NP-ADVP-VP> [2.11260166896E-4]
VP|<NP-S-,-SBAR-,-PP> ==> NP VP|<S-,-SBAR-,-PP> [1.0]
NP|<NNP-NNP-CC-NNPS> ==> NNP NP|<NNP-CC-NNPS> [1.0]
NP ==> RB NP|<DT-NNS> [3.24685866424E-5]
NP|<NNP-JJ-VBN-NN> ==> NNP NP|<JJ-VBN-NN> [1.0]
PRN|<ADJP-:> ==> ADJP : [1.0]
NP ==> DT NP|<JJR-NNS> [2.59748693139E-4]
ADVP ==> NP RB [0.010718113612]
NP|<NNP-NNP-CC-NNP-NNP-NN> ==> NNP NP|<NNP-CC-NNP-NNP-NN> [1.0]
NP ==> DT NP|<NN-CC-NNS-NNS> [6.49371732848E-5]
VP|<,-VP-,-VP-,-VP-CC-VP> ==> , VP|<VP-,-VP-,-VP-CC-VP> [1.0]
NP|<ADJP-NNP-CD-NN> ==> ADJP NP|<NNP-CD-NN> [1.0]
S|<.-''> ==> . '' [1.0]
SBAR ==> SBAR SBAR|<:-CC-SBAR> [4.42282176028E-4]
NP|<CC-RB-NNS> ==> CC NP|<RB-NNS> [1.0]
NP ==> NP NP|<PP-NP-PRN> [3.24685866424E-5]
VP|<:-VP> ==> : VP [1.0]
SQ|<VBP-RB-NP-VP-.> ==> VBP SQ|<RB-NP-VP-.> [1.0]
S ==> S S|<VP-.> [3.16890250343E-4]
PP|<JJ-''-NP> ==> JJ PP|<''-NP> [1.0]
NP ==> DT NP|<NNP-CD-NNS-NN> [3.24685866424E-5]
NP ==> $ NP|<CD--NONE--NN> [3.24685866424E-5]
S ==> ADVP S|<,-ADVP-NP-VP> [1.05630083448E-4]
S ==> CC S|<PP-NP-VP-.> [1.05630083448E-4]
FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> : FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
VP ==> VBD VP|<NP-ADVP-SBAR-,-S> [6.90846286701E-5]
ADVP ==> IN ADVP|<JJS-RB> [5.359056806E-4]
NP ==> `` NP|<NP-''-NNS> [3.24685866424E-5]
VP ==> VB VP|<''-PP> [6.90846286701E-5]
S ==> PP S|<,-PP-,-NP-VP-.-''> [1.05630083448E-4]
NP ==> NN NP|<NN-NNS-CC-NNS-NNS> [3.24685866424E-5]
VP ==> ADVP VP|<VBP-NP-PRT-PP> [6.90846286701E-5]
SINV ==> S SINV|<''-VP-NP-.> [0.0050]
S|<``-ADVP-VP> ==> `` S|<ADVP-VP> [1.0]
WHNP|<CC-NNS> ==> CC NNS [1.0]
VP|<NP-S-,-SBAR> ==> NP VP|<S-,-SBAR> [1.0]
PP ==> JJ PP|<RB-PP-,-RB-PP> [1.07273117357E-4]
VP ==> VBD VP|<NP-PP-VP> [1.3816925734E-4]
NP|<CD-NNP-CD-NNP> ==> CD NP|<NNP-CD-NNP> [1.0]
VP|<,-S> ==> , S [1.0]
NP ==> NP NP|<NNP-NNPS-NNP> [6.49371732848E-5]
NP ==> ADJP NP|<JJ-NN-JJ-NN-NN-NNS> [3.24685866424E-5]
ADVP ==> DT ADVP|<NN-SBAR> [0.0010718113612]
SBAR ==> WHPP S [0.0123839009288]
NP ==> JJR NP|<VBG-NN> [3.24685866424E-5]
VP|<,-ADVP-,-VP> ==> , VP|<ADVP-,-VP> [1.0]
SINV ==> `` SINV|<S-VP-NP-.> [0.0050]
QP|<CD-CC-CD-CD> ==> CD QP|<CC-CD-CD> [1.0]
VP ==> VBP VP|<PP-NP-,-PP> [6.90846286701E-5]
VP ==> ADVP VP|<VBD-PRT-NP> [6.90846286701E-5]
VP ==> VBN VP|<NP-PP-S-PP> [6.90846286701E-5]
S|<NP-VP-.-''-''> ==> NP S|<VP-.-''-''> [1.0]
ADVP ==> IN RB [0.005359056806]
VP ==> VBD VP|<PP-PP-,-PP> [3.45423143351E-4]
NP|<PRN-PP-,-SBAR-,> ==> PRN NP|<PP-,-SBAR-,> [1.0]
S|<,-ADVP-,-VP> ==> , S|<ADVP-,-VP> [1.0]
VP ==> VBG VP|<NP-,-ADVP> [6.90846286701E-5]
S ==> `` S|<NP-VP-.> [0.00147882116827]
ADJP ==> JJS ADJP|<JJ-S> [8.09061488673E-4]
NP ==> JJ NP|<PRN-JJ-NNS> [3.24685866424E-5]
PP ==> TO PP|<NP-PP> [1.07273117357E-4]
NP ==> JJ NP|<-NN-> [3.24685866424E-5]
ADJP|<JJ-CC-JJ-''> ==> JJ ADJP|<CC-JJ-''> [1.0]
S ==> NP S|<,-ADVP-,-VP> [1.05630083448E-4]
NP|<JJ-NN-CD> ==> JJ NP|<NN-CD> [1.0]
NP ==> CD NP|<JJ-NN-NNS> [1.62342933212E-4]
NP|<QP-NNS> ==> QP NNS [1.0]
NP|<NNP-NNS-NNS> ==> NNP NP|<NNS-NNS> [1.0]
NP|<CONJP-NNS> ==> CONJP NNS [1.0]
VP ==> VBZ SBAR [0.0160276338515]
NP|<,-NNP-,-NNP-,-NNP> ==> , NP|<NNP-,-NNP-,-NNP> [1.0]
SINV|<VP-NP-S-.> ==> VP SINV|<NP-S-.> [1.0]
VP ==> ADVP VBN [6.90846286701E-5]
VP ==> NN VP|<NP-PP> [1.3816925734E-4]
PP|<NP-ADVP> ==> NP ADVP [1.0]
S|<S-,-''-PRN-``-CC-S-.> ==> S S|<,-''-PRN-``-CC-S-.> [1.0]
S ==> S S|<CC-S-.> [0.0024294919193]
NP ==> CD NP|<ADJP-JJ-NNS> [3.24685866424E-5]
NP|<NNP-''-NNP-NNP> ==> NNP NP|<''-NNP-NNP> [1.0]
VP ==> VBP VP|<SBAR-,-SBAR> [6.90846286701E-5]
PP ==> JJ PP [3.2181935207E-4]
NP|<,-NNP-,-NNP-CC-NNP> ==> , NP|<NNP-,-NNP-CC-NNP> [1.0]
NP ==> NP RRC [1.94811519855E-4]
FRAG|<S-.-''> ==> S FRAG|<.-''> [1.0]
NP ==> NP NP|<,-PP> [0.00155849215884]
NP ==> JJR NP|<NNP-NN-NNS> [6.49371732848E-5]
NAC|<NNP-,-NNP> ==> NNP NAC|<,-NNP> [1.0]
VP ==> VBD VP|<ADVP-NP> [3.45423143351E-4]
NP|<JJ-ADJP-NN-NNS> ==> JJ NP|<ADJP-NN-NNS> [1.0]
S|<S-CC-S-PRN> ==> S S|<CC-S-PRN> [1.0]
PP ==> PP PP|<CC-PP> [0.00203818922978]
NP|<VBN-NNP-NN> ==> VBN NP|<NNP-NN> [1.0]
VP|<CC-VB-PRN-NP-PP-PP> ==> CC VP|<VB-PRN-NP-PP-PP> [1.0]
S ==> NP S|<PRN-VP-.> [0.00190134150206]
UCP|<JJ-CC-NN-NNS> ==> JJ UCP|<CC-NN-NNS> [1.0]
QP ==> RB QP|<IN-CD> [0.00379746835443]
S|<PRN-,-VP> ==> PRN S|<,-VP> [1.0]
UCP ==> S UCP|<CC-SBAR> [0.025641025641]
VP ==> VBN ADJP [0.00117443868739]
NP ==> NP NP|<,-NP-,-NP-,-NP-,-FW> [3.24685866424E-5]
QP ==> CC CD [0.00253164556962]
NP ==> CD NP|<NN-NNP-NNP-CD> [3.24685866424E-5]
NP ==> JJS NP|<NN-NN> [3.24685866424E-5]
ADJP|<VBN-PRT-PP> ==> VBN ADJP|<PRT-PP> [1.0]
NP ==> DT NP|<-NN-NN--NN> [3.24685866424E-5]
VP ==> VBD VP|<PP-S> [5.52677029361E-4]
NP ==> NP NX [2.27280106497E-4]
VP ==> VBD VP|<PRT-NP> [9.67184801382E-4]
NP ==> DT NP|<JJ-``-NNS-''> [3.24685866424E-5]
VP|<VBN-ADVP-PP> ==> VBN VP|<ADVP-PP> [1.0]
PP ==> IN PP|<NP-ADVP> [4.29092469427E-4]
NP|<CD-NNP-NNP-JJ-NNS> ==> CD NP|<NNP-NNP-JJ-NNS> [1.0]
NP|<CD-JJ-JJ-NNS> ==> CD NP|<JJ-JJ-NNS> [1.0]
NP ==> VBD NN [3.24685866424E-5]
NP ==> DT NP|<``-JJ-NN-''-NN> [6.49371732848E-5]
NP ==> UCP NN [3.24685866424E-5]
VP ==> VBZ VP|<PRN-NP> [1.3816925734E-4]
PRN|<JJ-:> ==> JJ : [1.0]
S|<S-,-''-PRN-S-,-CC-,-S-.> ==> S S|<,-''-PRN-S-,-CC-,-S-.> [1.0]
NP ==> NNS NP|<CC-NNS> [0.00103899477256]
NP ==> DT NP|<NNP-NNP-NNP-NNP-NN> [3.24685866424E-5]
VP ==> VBD S [0.0158894645941]
QP ==> RB QP|<JJR-IN-CD> [0.00126582278481]
FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> FRAG FRAG|<:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
NP|<,-NNP-NNPS> ==> , NP|<NNP-NNPS> [1.0]
S ==> `` S|<SBARQ-''-NP-VP-.> [1.05630083448E-4]
VP|<ADVP|PRT-PP> ==> ADVP|PRT PP [1.0]
VP ==> VBD VP|<PP-PP-,-S> [2.7633851468E-4]
NP ==> NNP NP|<NNP-NNP-NNP-NNP-.> [3.24685866424E-5]
VP ==> VP VP|<CC-VP-NP-PRN-PP> [6.90846286701E-5]
NP|<''-ADVP> ==> '' ADVP [1.0]
VP|<X-PRT-NP-X> ==> X VP|<PRT-NP-X> [1.0]
NP ==> ADJP JJR [3.24685866424E-5]
VP ==> VBG VP|<PP-,-PP-,-SBAR> [6.90846286701E-5]
INTJ ==> RB JJ [0.1]
VP|<PP-,-ADJP> ==> PP VP|<,-ADJP> [1.0]
S|<ADJP-PP> ==> ADJP PP [1.0]
S ==> NP S|<ADVP-:-VP> [1.05630083448E-4]
NP ==> NP NP|<:-VP> [3.24685866424E-5]
NP|<CC-NP-,-CC-NP> ==> CC NP|<NP-,-CC-NP> [1.0]
NP|<NNP-CC-NNPS> ==> NNP NP|<CC-NNPS> [1.0]
S|<PRN-``-VP-.> ==> PRN S|<``-VP-.> [1.0]
S ==> , S|<SBAR-,-NP-VP> [1.05630083448E-4]
NP|<RB-CD-NNS> ==> RB NP|<CD-NNS> [1.0]
VP ==> VB VP|<NP-NP-ADVP> [6.90846286701E-5]
NP ==> DT NP|<NN-JJ> [6.49371732848E-5]
NP|<NP-:-CC-NP> ==> NP NP|<:-CC-NP> [1.0]
